"species_search","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http...unknown.org.nick","verbatimEventDate","datasetName","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","recordedBy","catalogNumber","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","name","lifeStage","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","sex","projectId","elevation","elevationAccuracy","organismQuantity","organismQuantityType","habitat","http...rs.tdwg.org.dwc.terms.organismQuantity","county","verbatimCoordinateSystem","type","vernacularName","http...rs.tdwg.org.dwc.terms.organismQuantityType","samplingProtocol","verbatimElevation","institutionID","municipality","preparations","recordNumber","locality","disposition","previousIdentifications","collectionID","occurrenceRemarks","individualCount","continent","higherClassification","georeferencedBy","language","locationRemarks","sampleSizeUnit","sampleSizeValue","http...rs.tdwg.org.dwc.terms.sampleSizeValue","eventID","http...rs.tdwg.org.dwc.terms.sampleSizeUnit","eventRemarks","parentEventID","identificationRemarks","samplingEffort","collectionKey","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","institutionKey","fieldNumber","higherGeography","georeferenceProtocol","organismID","ownerInstitutionCode","startDayOfYear","datasetID","accessRights","dynamicProperties","identificationVerificationStatus","locationAccordingTo","georeferencedDate","nomenclaturalCode","endDayOfYear","georeferenceVerificationStatus","otherCatalogNumbers","identificationQualifier","georeferenceSources","associatedSequences","download"
"Aotus vociferans","2802821272","Aotus vociferans (Spix, 1823)",-0.518005,-76.843063,"","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-09-07T20:40:42.931+00:00","2021-09-07T23:31:46.054+00:00",281,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC","2020-06-13T23:05:29",NA,"Orellana",2015,12,21,"2015-12-21T17:24:00","2020-06-14T04:15:47.000+00:00","2021-09-07T23:31:46.054+00:00","https://www.inaturalist.org/observations/49509692","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","EC","none","none","Ecuador","Edison Araguillin","49509692","earaguillin","2015/12/21 5:24 PM -0500","iNaturalist research-grade observations","Orellana, Ecuador","Observations","2802821272","https://www.inaturalist.org/observations/49509692","43422","Edison Araguillin","49509692","https://www.inaturalist.org/observations/49509692","iNaturalist","© Edison Araguillin some rights reserved","22:24:00Z","Edison Araguillin","110031784","Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus vociferans","2005402629","Aotus vociferans (Spix, 1823)",-0.471427,-76.458862,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-09-07T20:40:42.931+00:00","2021-09-07T23:54:49.275+00:00",281,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC","2018-08-13T01:14:57",174,"Sucumbios",2014,5,25,"2014-05-25T14:45:00","2019-02-13T18:26:41.000+00:00","2021-09-07T23:54:49.275+00:00","https://www.inaturalist.org/observations/4006405","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","EC","none","none","Ecuador","Cullin","4006405","cullin","2014/05/25 2:45 PM PDT","iNaturalist research-grade observations","Sucumbíos Province, Ecuador","Observations","2005402629","http://www.inaturalist.org/observations/4006405","43422","Cullin","4006405","http://www.inaturalist.org/observations/4006405","iNaturalist","© Cullin some rights reserved","21:45:00Z","Abel Gallo Pérez","33200808","Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus vociferans","1807216845","Aotus vociferans (Spix, 1823)",-0.471806,-76.459129,"cdround,gass84,colmano,inmano","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2021-03-03T02:24:10.239+00:00","2021-03-09T21:23:46.541+00:00",138,"bb646dff-a905-4403-a49b-6d378c2cf0d9","HUMAN_OBSERVATION","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC",NA,250,NA,2014,7,24,"2014-07-24T00:00:00",NA,"2021-03-09T21:23:46.541+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","EC","none","none","Ecuador",NA,NA,NA,NA,NA,NA,"naturgucker","1807216845",NA,NA,"-514449153","-897277730",NA,"naturgucker",NA,NA,NA,NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sacha Lodge, Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus vociferans","2832554541","Aotus vociferans (Spix, 1823)",-0.527079,-76.434041,"cdround,osiic","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2020-08-19T12:31:07.894+00:00","2021-08-30T10:27:17.665+00:00",80,"396d5f30-dea9-11db-8ab4-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC",NA,10,NA,2014,12,5,"2014-12-05T00:00:00","2015-01-08T00:00:00.000+00:00","2021-08-30T10:27:17.665+00:00","https://data.biodiversitydata.nl/obsint/observation/OBS.97030812","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","EC","none","none","Ecuador","Stichting Natuurinformatie","97030812@OBS",NA,NA,NA,NA,"Observations","2832554541","https://observation.org/observation/97030812",NA,NA,"OBS.97030812",NA,NA,NA,NA,NA,NA,"Aotus vociferans (Spix, 1823)","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spix's Night Monkey",NA,NA,NA,NA,NA,NA,NA,"Ecuador - Parque Nacional Yasuní",NA,NA,NA,NA,1,"SOUTH_AMERICA","Animalia|NIGHT_MONKEYS_AOTIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus vociferans","1316534431","Aotus vociferans (Spix, 1823)",1.071917,-75.602333,"cdround,colmano,inmano","e307fa47-ae87-4fc9-a1a5-b1415adac8be","76513b28-548d-480a-8859-bd7f45f8724b","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T20:14:42.603+00:00","2021-03-09T12:28:33.339+00:00",180,"c4f66525-4d36-4c18-82ac-98e088f54db4","MACHINE_OBSERVATION","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC","2013-01-01T00:00:00",NA,"Caquetá",2013,2,8,"2013-02-08T00:00:00",NA,"2021-03-09T12:28:33.339+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"FHN:FHN-Primates:Pri010",NA,NA,NA,NA,"FHN-Primates","1316534431","FHN:FHN-Primates:Pri010",NA,"Adriana Acero-Murcia | Leidy Almario | Javier García | Thomas Defler | Martha Bueno | Carolina Ibañez | Paul Bloor | Manuel Hoyos | Sebastián Arciniegas","Pri010",NA,"FHN",NA,NA,"Adriana Acero-Murcia, Leidy Almario, Javier García, Thomas Defler,  Martha Bueno, Carolina Ibañez, Paul Bloor, Manuel Hoyos,  Sebastián Arciniegas",NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,NA,NA,240,0,NA,NA,"Bosque Húmedo Tropical",NA,"Valparaíso",NA,"Evento","Mico de noche",NA,"Observación ad hoc",NA,"900401060-8","Valparaíso",NA,NA,"Playa Rica",NA,NA,NA,NA,4,"SOUTH_AMERICA",NA,"Adriana Acero-Murcia, Leidy Almario, Javier García, Thomas Defler,  Martha Bueno, Carolina Ibañez, Paul Bloor, Manuel Hoyos,  Sebastián Arciniegas","es","Asociados a cuerpos de agua y paso de ganado por el fragmento",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus vociferans","1586204305","Aotus vociferans (Spix, 1823)",-4.488423,-73.374486,"cdround,colmano,inmano","365e1c3b-cbf4-49c4-a391-6b8a36bb7922","06899e5a-7450-4ccc-a7ba-52885a3cf624","23c2fb21-e2cc-473e-9651-8d231a82d87b","PE","DWC_ARCHIVE","2021-02-26T23:35:43.233+00:00","2021-03-09T11:47:24.753+00:00",145,"89602091-d81d-460b-96a5-bbebd4d08529","HUMAN_OBSERVATION","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC",NA,NA,NA,2013,11,17,"2013-11-17T00:00:00",NA,"2021-03-09T11:47:24.753+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru",NA,"SERFOR:INFFS:HI-149:2290",NA,NA,NA,NA,NA,"1586204305","SERFOR:INFFS:HI-149:2290",NA,NA,NA,NA,"SERFOR",NA,NA,NA,NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAPO",NA,NA,NA,NA,"Mono nocturno vociferante  buriburi",NA,"Registro oportunista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ha",0.5,"0.5","SERFOR:INFFS:HI-149","ha","Se incluyen registros oportunistas dentro de la Unidad de muestreo y del recorrido hacia la unidad de muestreo","SERFOR:INFFS:HI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus vociferans","899961276","Aotus vociferans (Spix, 1823)",-1.100655,-75.806908,"","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-09-07T20:40:42.931+00:00","2021-09-07T23:28:29.208+00:00",281,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC","2014-04-03T20:36:28",110737,"Orellana",2012,3,13,"2012-03-13T00:00:00","2019-09-09T00:18:38.000+00:00","2021-09-07T23:28:29.208+00:00","https://www.inaturalist.org/observations/606539","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","EC","none","none","Ecuador","seasav","606539","seasav","2012-03-13","iNaturalist research-grade observations","Yasuni National Park, Ecuador","Observations","899961276","http://www.inaturalist.org/observations/606539","43422","seasav","606539","http://www.inaturalist.org/observations/606539","iNaturalist","© seasav some rights reserved",NA,"seasav","1064789","Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus vociferans","2012993386","Aotus vociferans (Spix, 1823)",-0.4346,-76.293697,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-09-07T20:40:42.931+00:00","2021-09-07T23:30:21.391+00:00",281,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC","2019-03-04T14:35:25",3161,"Sucumbios",2012,5,20,"2012-05-20T22:23:00","2019-03-04T15:16:30.000+00:00","2021-09-07T23:30:21.391+00:00","https://www.inaturalist.org/observations/20943065","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","EC","none","none","Ecuador","Rob Foster","20943065","rob21","2012/05/20 10:23 PM HST","iNaturalist research-grade observations","Sani Lodge, Yasuni National Park, Sucumbíos Province, Ecuador","Observations","2012993386","https://www.inaturalist.org/observations/20943065","43422","Rob Foster","20943065","https://www.inaturalist.org/observations/20943065","iNaturalist","© Rob Foster some rights reserved","08:23:00Z","Jane Widness","46626831","Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus vociferans","1949988222","Aotus vociferans (Spix, 1823)",2.647969,-72.572827,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-09-07T20:40:42.931+00:00","2021-09-08T00:03:56.524+00:00",281,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC","2018-12-08T23:04:50",10266,"Meta",2012,6,27,"2012-06-27T00:00:00","2021-03-02T16:54:40.000+00:00","2021-09-08T00:03:56.524+00:00","https://www.inaturalist.org/observations/18862999","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none",NA,"Colombia","Oscar H. Marín","18862999","gesnerio","2012/06/27 12:01 PM -05","iNaturalist research-grade observations","San José Del Guaviare, Guaviare, Colombia","Observations","1949988222","https://www.inaturalist.org/observations/18862999","43422","Oscar H. Marín","18862999","https://www.inaturalist.org/observations/18862999","iNaturalist","© Oscar H. Marín some rights reserved",NA,"Julian Alzate","41025445","Aotus vociferans (Spix, 1823)",NA,NA,NA,"ORCID","https://orcid.org/0000-0002-9359-4463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guiandome segun el mapa de distribucion propuesto por Tomas Defler en \"Historia Natural de los primates de Colombia\", en la zona al sur del rio Guaviare se distribuye esta especie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus vociferans","2269215592","Aotus vociferans (Spix, 1823)",-0.026691,-76.180388,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-09-07T20:40:42.931+00:00","2021-09-08T00:19:40.180+00:00",281,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC","2019-05-18T22:11:31",122,"Sucumbios",2012,12,11,"2012-12-11T00:00:00","2021-07-15T22:03:07.000+00:00","2021-09-08T00:19:40.180+00:00","https://www.inaturalist.org/observations/25345783","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","EC","none","none","Ecuador","David Torres","25345783","dawicho","2012/12/11 9:14 AM -05","iNaturalist research-grade observations","Provincia de Sucumbíos, Ecuador","Observations","2269215592","https://www.inaturalist.org/observations/25345783","43422","David Torres","25345783","https://www.inaturalist.org/observations/25345783","iNaturalist","© David Torres some rights reserved",NA,"David Torres","55529585","Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus vociferans","2294661230","Aotus vociferans (Spix, 1823)",-0.473569,-76.460285,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-09-07T20:40:42.931+00:00","2021-09-08T00:05:49.116+00:00",281,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC","2019-07-24T21:39:16",330,"Sucumbios",2011,3,16,"2011-03-16T16:46:00","2020-08-15T23:56:27.000+00:00","2021-09-08T00:05:49.116+00:00","https://www.inaturalist.org/observations/29444242","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","EC","none","none","Ecuador","osoandino","29444242","osoandino","2011/03/16 4:46 PM CET","iNaturalist research-grade observations","Pilchicocha, Ecuador","Observations","2294661230","https://www.inaturalist.org/observations/29444242","43422","osoandino","29444242","https://www.inaturalist.org/observations/29444242","iNaturalist","© osoandino some rights reserved","15:46:00Z","Bobby McCabe","63987636","Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus vociferans","1316534930","Aotus vociferans (Spix, 1823)",1.186394,-75.658767,"cdround,colmano,inmano","e307fa47-ae87-4fc9-a1a5-b1415adac8be","76513b28-548d-480a-8859-bd7f45f8724b","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T20:14:42.603+00:00","2021-03-09T12:28:33.332+00:00",180,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC","2008-07-20T00:00:00",NA,"Caquetá",2008,7,20,"2008-07-20T00:00:00",NA,"2021-03-09T12:28:33.332+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"FHN:FHNPRIMATES:PRI018",NA,NA,NA,NA,"FHNPRIMATES","1316534930","FHN:FHNPRIMATES:PRI018",NA,"Javier García Villalba","PRI018",NA,"FHN",NA,"17:00","Javier Garcia Villalba",NA,"Aotus vociferans (Spix, 1823)","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bosque Secundario fragmentado",NA,"Valparaíso",NA,"Evento","Marteja, mico de noche, tutamono",NA,"Observación ad hoc",NA,"900.401.060-8",NA,NA,NA,"Vereda La Florida",NA,NA,"Mamiferos 1.0",NA,3,"SOUTH_AMERICA",NA,"Javier Garcia Villalba","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 hora de observación",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus vociferans","2802551119","Aotus vociferans (Spix, 1823)",-3.283333,-78.238333,"","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-09-07T20:40:42.931+00:00","2021-09-07T23:31:34.576+00:00",281,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC","2020-06-13T22:50:29",NA,"Morona Santiago",2005,7,23,"2005-07-23T19:34:00","2020-06-14T04:17:49.000+00:00","2021-09-07T23:31:34.576+00:00","https://www.inaturalist.org/observations/49507967","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","EC","none","none","Ecuador","Edison Araguillin","49507967","earaguillin","2005/07/23 7:34 PM -0500","iNaturalist research-grade observations","San Juan Bosco, Ecuador","Observations","2802551119","https://www.inaturalist.org/observations/49507967","43422","Edison Araguillin","49507967","https://www.inaturalist.org/observations/49507967","iNaturalist","© Edison Araguillin some rights reserved","00:34:00Z","Edison Araguillin","110028739","Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus vociferans","197009008","Aotus vociferans (Spix, 1823)",-3.483,-78.233,"gass84,colmafu,inmano","4d749d70-e2e1-11dd-8102-b8a03c50a862","335880a0-e2e1-11dd-8102-b8a03c50a862","605ef338-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-03-03T20:23:59.022+00:00","2021-03-09T14:08:13.155+00:00",68,"335880a0-e2e1-11dd-8102-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC",NA,NA,NA,1993,7,17,"1993-07-17T00:00:00",NA,"2021-03-09T14:08:13.155+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","EC","none","none","Ecuador",NA,"197009008",NA,NA,NA,NA,"10","197009008",NA,NA,"Luis Albuja V.","23172",NA,"Conservation International",NA,NA,NA,NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coangos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b51b6b94-a588-4cf0-8660-5b7d4f8fbc02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
